url,name,operator,address,city,state,country,postal_code,latitude,longitude,power_capacity_mw,building_size_sqft,whitespace_sqft,tier_rating,year_operational,certifications,description
https://www.datacentermap.com/usa/texas/dallas/vantage-shackelford-county/,Vantage Frontier - Shackelford County,Vantage Data Centers,TX-351 & Farm to Market Road 604,Abilene,Texas,United States,79601.0,32.5520428,-99.5652396,,,,,,[],"Explore Vantage Frontier - Shackelford County - data center by Vantage Data Centers in Dallas, USA (TX-351 & Farm to Market Road 604, Abilene)."
https://www.datacentermap.com/usa/texas/dallas/databank-dfw8-plano/,DataBank DFW8 - Plano,DataBank,8375 Dominion Pkwy,Plano,Texas,United States,75024.0,33.0877452,-96.8151878,,,,III,,[],"Explore DataBank DFW8 - Plano - data center by DataBank in Dallas, USA (8375 Dominion Pkwy, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/databank-dfw9/,DataBank DFW9 - Red Oak,DataBank,Batchler Rd & Stainback Rd,Red Oak,Texas,United States,75154.0,32.53647172,-96.73179787,,425000.0,300000.0,,,[],"Explore DataBank DFW9 - Red Oak - data center by DataBank in Dallas, USA (Batchler Rd & Stainback Rd, Red Oak). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/stream-dc-dfwc-wilmer-ii-campus/,Stream DC DFWC - Wilmer II Campus,Stream Data Centers,"930 Sunrise Rd, Lancaster, TX , USA",Wilmer,Texas,United States,75146.0,32.58986889,-96.70863027,240.0,,,,,[],"Explore Stream DC DFWC - Wilmer II Campus - data center by Stream Data Centers in Dallas, USA (930 Sunrise Rd, Lancaster, TX , USA, Wilmer)."
https://www.datacentermap.com/usa/texas/dallas/stack-infrastructure-dfw01c/,STACK Infrastructure DFW01C,STACK INFRASTRUCTURE,5601 W Spring Creek Pkwy,Plano,Texas,United States,75024.0,33.06607935,-96.81352567,80.0,,,,,[],"Explore STACK Infrastructure DFW01C - data center by STACK INFRASTRUCTURE in Dallas, USA (5601 W Spring Creek Pkwy, Plano)."
https://www.datacentermap.com/usa/texas/dallas/qts-fort-worth/,QTS Fort Worth 1 DC1,QTS Data Centers,14100 Park Vista Boulevard,Fort Worth,Texas,United States,76177.0,32.9889302,-97.2590413,50.0,263000.0,,,,[],"Explore QTS Fort Worth 1 DC1 - data center by QTS Data Centers in Dallas, USA (14100 Park Vista Boulevard, Fort Worth)."
https://www.datacentermap.com/usa/texas/dallas/cyxtera-dfw1/,Centersquare - Dallas DFW1,Centersquare,14901 FAA Blvd,Fort Worth,Texas,United States,76155.0,32.832079,-97.041209,,,,,,[],"In November 2023, Brookfield acquired Cyxtera, following the latter’s bankruptcy, and combined it with Evoque."
https://www.datacentermap.com/usa/texas/dallas/qts-irving/,QTS Irving DC1 & DC2,QTS Data Centers,6431 Longhorn Drive,Irving,Texas,United States,75063.0,32.8971519,-96.9830628,37.0,550000.0,250000.0,,,[],"Explore QTS Irving DC1 & DC2 - data center by QTS Data Centers in Dallas, USA (6431 Longhorn Drive, Irving). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/riot-platforms-corsicana/,Riot Platforms Corsicana,"Riot Platforms, Inc.",6980 Farm to Market Rd 709,Corsicana,Texas,United States,75110.0,31.96760868,-96.51371068,,,,,2024.0,[],"Explore Riot Platforms Corsicana - data center by Riot Platforms, Inc. in Dallas, USA (6980 Farm to Market Rd 709, Corsicana)."
https://www.datacentermap.com/usa/texas/dallas/tiernet/,Tier.Net Dallas Data Center,TierNet,1515 Round Table Dr,Dallas,Texas,United States,75247.0,32.8379854,-96.8784163,,,,,,[],"Explore Tier.Net Dallas Data Center - data center by TierNet in Dallas, USA (1515 Round Table Dr). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/kdc-richardson/,KDC Richardson,KDC,1510 E Lookout Dr,Richardson,Texas,United States,75082.0,32.98421,-96.696395,25.0,130000.0,100000.0,,2019.0,[],"Explore KDC Richardson - data center by KDC in Dallas, USA (1510 E Lookout Dr, Richardson). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/cogent-data-center-dallas-2/,Cogent Data Center - Dallas 2,"Cogent Communications, Inc.",146 Parkhouse St,Dallas,Texas,United States,75207.0,32.783592,-96.8181901,,8192.0,8192.0,,,[],"Explore Cogent Data Center - Dallas 2 - data center by Cogent Communications, Inc. in Dallas, USA (146 Parkhouse St)."
https://www.datacentermap.com/usa/texas/dallas/aligned-dfw-02/,Aligned DFW-02,Aligned Data Centers,2800 Summit Avenue,Plano,Texas,United States,75074.0,33.00925387,-96.67645229,36.0,220000.0,,TIER 3,,[],"Explore Aligned DFW-02 - data center by Aligned Data Centers in Dallas, USA (2800 Summit Avenue, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/project-orange/,Project Orange,Unknown Company,201 Sunrise Road,Lancaster,Texas,United States,75146.0,32.590015,-96.708979,36.0,226630.0,,,,[],"Explore Project Orange - data center by Unknown Company in Dallas, USA (201 Sunrise Road, Lancaster). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/skybox-atlantic-station/,Skybox Atlantic Station,Skybox Datacenters,2300 W Plano Pkwy,Plano,Texas,United States,75075.0,33.00489908,-96.74130637,100.0,,,,,[],"Explore Skybox Atlantic Station - data center by Skybox Datacenters in Dallas, USA (2300 W Plano Pkwy, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/skybox-legacy-campus/,Skybox Legacy Campus,Skybox Datacenters,6800 Communications Pkwy,Plano,Texas,United States,75075.0,33.069045,-96.835727,100.0,,,,,[],"Explore Skybox Legacy Campus - data center by Skybox Datacenters in Dallas, USA (6800 Communications Pkwy, Plano)."
https://www.datacentermap.com/usa/texas/dallas/cyrusone-dfw10-whitney/,CyrusOne DFW10 - Whitney,CyrusOne Data Centers,557 County Rd 3610,Whitney,Texas,United States,76692.0,31.8566055,-97.3555729,800.0,250000.0,250000.0,,,[],"Explore CyrusOne DFW10 - Whitney - data center by CyrusOne Data Centers in Dallas, USA (557 County Rd 3610, Whitney)."
https://www.datacentermap.com/usa/texas/dallas/core-scientific-denton/,Core Scientific Denton,Core Scientific,8171 Jim Christal Rd,Denton,Texas,United States,76207.0,33.21317878,-97.21073906,125.0,30000.0,,,2022.0,[],"Explore Core Scientific Denton - data center by Core Scientific in Dallas, USA (8171 Jim Christal Rd, Denton). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/consolidated-dallas/,Consolidated Dallas,Consolidated Communications,400 S Akard St,Dallas,Texas,United States,75202.0,32.7782042,-96.7989116,,6000.0,6000.0,,,[],"Explore Consolidated Dallas - data center by Consolidated Communications in Dallas, USA (400 S Akard St). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/skybox-powercampus-dallas/,Skybox PowerCampus Dallas,Skybox Datacenters,Old Red Oak Rd,Lancaster,Texas,United States,75146.0,32.5721825,-96.7647927,300.0,,,,,[],"Explore Skybox PowerCampus Dallas - data center by Skybox Datacenters in Dallas, USA (Old Red Oak Rd, Lancaster)."
https://www.datacentermap.com/usa/texas/dallas/cyrusone-dfw6-richardson/,CyrusOne DFW6 - Richardson,CyrusOne Data Centers,1510 E Lookout Dr,Richardson,Texas,United States,75082.0,32.98421,-96.696395,,100000.0,125000.0,III,,[],"Explore CyrusOne DFW6 - Richardson - data center by CyrusOne Data Centers in Dallas, USA (1510 E Lookout Dr, Richardson)."
https://www.datacentermap.com/usa/texas/dallas/qts-irving-dfw1-dc3/,QTS Irving DC3,QTS Data Centers,6351 Longhorn Drive,Irving,Texas,United States,75063.0,32.8951994,-96.9812764,43.0,415900.0,,,,[],"Explore QTS Irving DC3 - data center by QTS Data Centers in Dallas, USA (6351 Longhorn Drive, Irving). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/ntt-garland-campus/,NTT Garland Campus,"NTT DATA, Inc.",2008-2108 Lookout Drive,Garland,Texas,United States,75044.0,32.97977494,-96.65752147,,,,,,[],"Explore NTT Garland Campus - data center by NTT DATA, Inc. in Dallas, USA (2008-2108 Lookout Drive, Garland). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/aligned-dfw-03/,Aligned DFW-03,Aligned Data Centers,3801 Britton Rd,Mansfield,Texas,United States,76063.0,32.55002,-97.07486,,,,,,[],"Explore Aligned DFW-03 - data center by Aligned Data Centers in Dallas, USA (3801 Britton Rd, Mansfield). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/wowrack-dallas/,Wowrack Dallas,Wowrack,4939 Reading St,Dallas,Texas,United States,75247.0,32.8069145,-96.8657608,1.0,20000.0,,,,[],"Explore Wowrack Dallas - data center by Wowrack in Dallas, USA (4939 Reading St). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/aligned-dfw-04/,Aligned DFW-04,Aligned Data Centers,601 North Star Rd,Plano,Texas,United States,75074.0,33.00573066,-96.65643241,,425500.0,,,,[],"Explore Aligned DFW-04 - data center by Aligned Data Centers in Dallas, USA (601 North Star Rd, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/lincoln-red-oak-campus/,Lincoln Red Oak Campus,Lincoln Rackhouse,Loop 9,Red Oak,Texas,United States,75154.0,32.54820407,-96.73652741,540.0,800000.0,800000.0,,,[],"Explore Lincoln Red Oak Campus - data center by Lincoln Rackhouse in Dallas, USA (Loop 9, Red Oak). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/stream-dc-dfw-viii-wilmer/,Stream DC DFW-VIII - Wilmer,Stream Data Centers,60 Sunrise Road,Wilmer,Texas,United States,75146.0,32.5873436,-96.7048638,90.0,690000.0,,,,[],"Explore Stream DC DFW-VIII - Wilmer - data center by Stream Data Centers in Dallas, USA (60 Sunrise Road, Wilmer)."
https://www.datacentermap.com/usa/texas/dallas/1000-coit-road/,1000 Coit Road,Lincoln Rackhouse,1000 Coit Rd,Plano,Texas,United States,75075.0,33.01502308,-96.76480828,,,,,,[],"Explore 1000 Coit Road - data center by Lincoln Rackhouse in Dallas, USA (1000 Coit Rd, Plano). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/google-midlothian/,Google Midlothian Data Center,Google,3800 Railport Pkwy,Midlothian,Texas,United States,76065.0,32.442994,-97.048836,,,,,,[],"Explore Google Midlothian Data Center - data center by Google in Dallas, USA (3800 Railport Pkwy, Midlothian). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/psychz-central/,Psychz Dallas,Psychz Networks,1515 Roundtable Dr,Dallas,Texas,United States,75457.0,32.8379432,-96.8784225,,,,,,[],"Explore Psychz Dallas - data center by Psychz Networks in Dallas, USA (1515 Roundtable Dr). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/zcolo-2323-bryan/,DataBank - 2323 Bryan St,DataBank,2323 Bryan St,Dallas,Texas,United States,75201.0,32.7872314,-96.794157,,,,,,[],Zayos data center assets (zColo) were acquired by DataBank in 2020
https://www.datacentermap.com/usa/texas/dallas/acs-fort-worth-building-d/,ACS Fort Worth - Building D,Follow on LinkedIn,1645 Hicks Field Rd E,Fort Worth,Texas,United States,76179.0,32.90761,-97.394428,,,,,,[],"Explore ACS Fort Worth - Building D - data center by Grupo ACS in Dallas, USA (1645 Hicks Field Rd E, Fort Worth)."
https://www.datacentermap.com/usa/texas/dallas/acs-fort-worth-building-c/,ACS Fort Worth - Building C,Follow on LinkedIn,Hillwood Blvd,Fort Worth,Texas,United States,76179.0,32.906238,-97.397555,,,,,,[],"Explore ACS Fort Worth - Building C - data center by Grupo ACS in Dallas, USA (Hillwood Blvd, Fort Worth). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/acs-fort-worth-building-b/,ACS Fort Worth - Building B,Follow on LinkedIn,10100 Hicks Field Rd,Fort Worth,Texas,United States,76179.0,32.907508,-97.397576,,,,,,[],"Explore ACS Fort Worth - Building B - data center by Grupo ACS in Dallas, USA (10100 Hicks Field Rd, Fort Worth)."
https://www.datacentermap.com/usa/texas/dallas/acs-fort-worth-campus/,ACS Fort Worth Campus,Follow on LinkedIn,10059-10197 Hicks Field Rd,Fort Worth,Texas,United States,76179.0,32.907982,-97.396011,,,,,,[],"Explore ACS Fort Worth Campus - data center by Grupo ACS in Dallas, USA (10059-10197 Hicks Field Rd, Fort Worth)."
https://www.datacentermap.com/usa/texas/dallas/level3-dallas2/,Lumen Dallas 2,Follow on LinkedIn,1950 Stemmons Freeway,Dallas,Texas,United States,75207.0,32.8003398,-96.8194987,,28220.0,,,,[],"Explore Lumen Dallas 2 - data center by Lumen in Dallas, USA (1950 Stemmons Freeway). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/hosting-dallas/,Data Canopy - Dallas,Follow on LinkedIn,1807 Ross Avenue,Dallas,Texas,United States,75201.0,32.7860954,-96.8005158,,,,1,,[],"Hosting.com was acquired by Ntirety on August 31, 2009."
https://www.datacentermap.com/usa/texas/houston/trg-houston-one/,TRG Houston Data Center,TRG vs Cyrus One vs Data Foundry.pdf,2626 Spring Cypress Road,Spring,Texas,United States,77388.0,30.0660506,-95.4590332,,,,TIER 4,2017.0,[],"Explore TRG Houston Data Center - data center by TRG Datacenters in Houston, USA (2626 Spring Cypress Road, Spring)."
https://www.datacentermap.com/usa/texas/houston/12231-north-fwy-iah13/,12231 North Fwy (IAH13),Follow on LinkedIn,12231 North Fwy,Houston,Texas,United States,77060.0,29.9426314,-95.4164759,3.3,,30600.0,,,[],"Explore 12231 North Fwy (IAH13) - data center by Digital Realty in Houston, USA (12231 North Fwy). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/12235-north-fwy-iah14/,12235 North Fwy (IAH14),Follow on LinkedIn,12235 North Fwy,Houston,Texas,United States,77060.0,29.9444803,-95.4166586,6.2,,42400.0,,,[],"Explore 12235 North Fwy (IAH14) - data center by Digital Realty in Houston, USA (12235 North Fwy). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/digital-realty-houston/,12061 North Freeway (IAH11),Follow on LinkedIn,12061 North Freeway,Houston,Texas,United States,77060.0,29.9431676,-95.4168461,3.3,,27500.0,,1989.0,[],"Explore 12061 North Freeway (IAH11) - data center by Digital Realty in Houston, USA (12061 North Freeway). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/digital-houston-campus/,Digital Houston Campus,Follow on LinkedIn,12001-12245 North Fwy,Houston,Texas,United States,77060.0,29.94297151,-95.41703395,,,,,,[],"Explore Digital Houston Campus - data center by Digital Realty in Houston, USA (12001-12245 North Fwy). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/12001-north-fwy-iah10/,12001 North Fwy (IAH10),Follow on LinkedIn,12001 North Fwy,Houston,Texas,United States,77060.0,29.9416577,-95.4172734,,50000.0,219600.0,,,[],"Explore 12001 North Fwy (IAH10) - data center by Digital Realty in Houston, USA (12001 North Fwy). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/stratitsphere-alpha/,EdgeConneX Houston,Follow on LinkedIn,1510 Prime West Parkway,Katy,Texas,United States,77449.0,29.794584,-95.745192,,,,TIER 4,,[],"StratITsphere was acquired by EdgeConneX, on August 1st, 2016"
https://www.datacentermap.com/usa/texas/houston/houston-the-woodlands/,Stream DC Houston I - The Woodlands,Follow on LinkedIn,4001 Technology Forest Blvd,The Woodlands,Texas,United States,77381.0,30.1778013,-95.4864935,7.8,,30000.0,TIER 3,,[],"Explore Stream DC Houston I - The Woodlands - data center by Stream Data Centers in Houston, USA (4001 Technology Forest Blvd, The Woodlands)."
https://www.datacentermap.com/usa/texas/houston/skybox-houston-one/,Skybox Houston One,Houston One Brochure,22000 Franz Road,Houston,Texas,United States,77449.0,29.802159,-95.7540218,26.0,96129.0,,TIER 4,,[],"Explore Skybox Houston One - data center by Skybox Datacenters in Houston, USA (22000 Franz Road). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/1001-texas-data-center/,1001 Texas Data Center,Follow on LinkedIn,1001 Texas Ave,Houston,Texas,United States,77002.0,29.7600612,-95.362102,4.0,,,TIER 4,2000.0,[],"Explore 1001 Texas Data Center - data center by 1001 Texas Data Center in Houston, USA (1001 Texas Ave). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/lighthouse-data-center/,Lighthouse Data Center,Follow on LinkedIn,3960 Braxton Dr,Houston,Texas,United States,77063.0,29.7237937,-95.5097649,0.075,12000.0,12000.0,TIER 2,,[],"Explore Lighthouse Data Center - data center by PS Lightwave in Houston, USA (3960 Braxton Dr). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/houston-2/,Data Foundry- Houston 2,Follow on LinkedIn,660 Greens Pkwy,Houston,Texas,United States,77067.0,29.9451453,-95.4242123,60.0,350000.0,175000.0,,,[],"Explore Data Foundry- Houston 2 - data center by Data Foundry in Houston, USA (660 Greens Pkwy). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/equinix-ho1/,Equinix HO1,Equinix HO1 Specsheet,1515 Aldine Meadows Road,Houston,Texas,United States,77032.0,29.935845,-95.364278,,,76606.0,,,[],"Explore Equinix HO1 - data center by Equinix in Houston, USA (1515 Aldine Meadows Road). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/1301-fannin/,Netrality - 1301 Fannin,Netrality Houston - Data Sheet.pdf,1301 Fannin Street,Houston,Texas,United States,77002.0,29.754176,-95.36582,,,,,,[],"Explore Netrality - 1301 Fannin - data center by Netrality in Houston, USA (1301 Fannin Street). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/houston-west-campus/,DataBank HOU1 - Westway Park I,HOU1 datasheet.pdf,5150 Westway Park Blvd,Houston,Texas,United States,77041.0,29.8443009,-95.5550862,,162000.0,,,,[],DataBank acquired 4 Texas data centers from CyrusOne in 2022
https://www.datacentermap.com/usa/texas/houston/houston-technology-center/,DataBank HOU5 - Houston Galleria,HOU5 datasheet.pdf,4201 Southwest Freeway,Houston,Texas,United States,77027.0,29.728127,-95.4450613,42.5,,,,,[],DataBank acquired 4 Texas data centers from CyrusOne in 2022
https://www.datacentermap.com/usa/texas/houston/databank-hou3-westway-park-iii/,DataBank HOU3 - Westway Park III,HOU3 datasheet.pdf,11003 Corporate Centre Dr,Houston,Texas,United States,77041.0,29.8439454,-95.5610514,,,,,,[],DataBank acquired 4 Texas data centers from CyrusOne in 2022
https://www.datacentermap.com/usa/texas/houston/cogent-houston/,Cogent Data Center - Houston,Follow on LinkedIn,12061 North Frwy,Houston,Texas,United States,77060.0,29.9443404,-95.4154086,,27460.0,27460.0,,,[],"Explore Cogent Data Center - Houston - data center by Cogent Communications, Inc. in Houston, USA (12061 North Frwy)."
https://www.datacentermap.com/usa/texas/houston/databank-hou2-westway-park-ii/,DataBank HOU2 - Westway Park II,HOU2 datasheet.pdf,5170 Westway Park Blvd,Houston,Texas,United States,77041.0,29.8442374,-95.5566418,,,,,,[],DataBank acquired 4 Texas data centers from CyrusOne in 2022
https://www.datacentermap.com/usa/texas/houston/quasar-data-center/,Quasar Data Center,Follow on LinkedIn,1001 Texas Ave,Houston,Texas,United States,77002.0,29.760064,-95.3621042,13.7,,,I,,[],"Explore Quasar Data Center - data center by Quasar Data Center in Houston, USA (1001 Texas Ave). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/serverfarm-htx2/,Serverfarm Houston Data Center HTX2,Follow on LinkedIn,28401 Betka Rd,Hockley,Texas,United States,77447.0,30.0184646,-95.8616639,,,,,,[],"In March, 2025, data center firm Serverfarm filed to build two new data centers at sites in Texas that it acquired last year."
https://www.datacentermap.com/usa/texas/houston/fibertown-houston/,"FIBERTOWN - Houston, Texas",Follow on LinkedIn,12031 North Freeway,Houston,Texas,United States,77067.0,29.943519,-95.415895,,30000.0,,,2011.0,[],"Explore FIBERTOWN - Houston, Texas - data center by FIBERTOWN in Houston, USA (12031 North Freeway). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/crown-castle-tx1/,Crown Castle Houston (TX1),Follow on LinkedIn,801 Louisiana St,Houston,Texas,United States,77002.0,29.7596106,-95.3662818,1.0,,,,2007.0,[],"Explore Crown Castle Houston (TX1) - data center by CROWN CASTLE in Houston, USA (801 Louisiana St). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/cogent-data-center-houston-2/,Cogent Data Center - Houston 2,Follow on LinkedIn,8902 Point Six Circle,Houston,Texas,United States,77095.0,29.9064574,-95.625991,,,27183.0,,,[],"Explore Cogent Data Center - Houston 2 - data center by Cogent Communications, Inc. in Houston, USA (8902 Point Six Circle)."
https://www.datacentermap.com/usa/texas/houston/data-foundry-houston/,Data Foundry - Houston 1,Follow on LinkedIn,5555 San Felipe,Houston,Texas,United States,77056.0,29.749456,-95.47189,,,8000.0,,,[],"Explore Data Foundry - Houston 1 - data center by Data Foundry in Houston, USA (5555 San Felipe). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/dataprana-la-marque/,Dataprana La Marque,Follow on LinkedIn,4995 Farm to Market Rd 1764,La Marque,Texas,United States,77568.0,29.394132,-95.0379968,30.0,,,,2025.0,[],"Dataprana announced plans for a data center outsite Houston, Texas"
https://www.datacentermap.com/usa/texas/houston/alpheus-houston/,LOGIX Houston #2,Follow on LinkedIn,811 Louisiana St,Houston,Texas,United States,77002.0,29.75908721,-95.36634922,,,,,,[],"Explore LOGIX Houston #2 - data center by LOGIX FIBER NETWORKS in Houston, USA (811 Louisiana St). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/serverfarm-ctx2/,Serverfarm Houston Data Center CTX2,Follow on LinkedIn,15555 Cutten Rd,Houston,Texas,United States,77070.0,29.995166,-95.5631444,,,,,,[],"In March, 2025, data center firm Serverfarm filed to build two new data centers at sites in Texas that it acquired last year."
https://www.datacentermap.com/usa/texas/houston/comcast-el-paso/,Comcast Willis,Follow on LinkedIn,606 Texas State Highway 75,Willis,Texas,United States,77378.0,30.4307385,-95.4817224,,,,,,[],"Explore Comcast Willis - data center by Comcast in Houston, USA (606 Texas State Highway 75, Willis). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/24hour-houston/,24 Hour Data Houston,Follow on LinkedIn,723 Main St,Houston,Texas,United States,77002.0,29.7583733,-95.3632437,,,,,2011.0,[],"Explore 24 Hour Data Houston - data center by 24 Hour Data in Houston, USA (723 Main St). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/xo-houston1/,Verizon Houston,Follow on LinkedIn,2401 Portsmouth St,Houston,Texas,United States,77098.0,29.7331577,-95.4169261,,,,,,[],Verizon acquired XO Communications in 2016
https://www.datacentermap.com/usa/texas/houston/ecl-terrasite-tx1/,ECL TerraSite-TX1,Follow on LinkedIn,TBA - To Be Announced,Houston,Texas,United States,77028.0,29.8222601,-95.2699371,50.0,,,,2025.0,[],"Explore ECL TerraSite-TX1 - data center by EdgeCloudLink (ECL) in Houston, USA (TBA - To Be Announced). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/level3-houston/,Lumen Houston 1,Follow on LinkedIn,12001 1-45 North,Houston,Texas,United States,77003.0,29.93794,-95.413754,,51300.0,,,,[],"Explore Lumen Houston 1 - data center by Lumen in Houston, USA (12001 1-45 North). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/southern-union-data-center/,Energy Transfer Data Center,Follow on LinkedIn,7210 Ardmore,Houston,Texas,United States,77054.0,29.693418,-95.380821,,,,TIER 3,,[],Energy Transfer acquired Southern Union Company in March 2012.
https://www.datacentermap.com/usa/texas/houston/level3-houston1/,Lumen Houston 3,Follow on LinkedIn,2300 Lyons Avenue,Houston,Texas,United States,77020.0,29.77134358,-95.34605026,,23870.0,,,,[],"Explore Lumen Houston 3 - data center by Lumen in Houston, USA (2300 Lyons Avenue). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/alpheus-houston3/,LOGIX Houston #3,Follow on LinkedIn,4635 Southwest Freeway,Houston,Texas,United States,77027.0,29.7293682,-95.4535136,,1500.0,,,,[],"Explore LOGIX Houston #3 - data center by LOGIX FIBER NETWORKS in Houston, USA (4635 Southwest Freeway). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/hostrunway-data-center2/,Hostrunway Houston,Follow on LinkedIn,10685-B Hazelhurst Dr. # 19283,Houston,Texas,United States,77043.0,29.7966831,-95.5615264,,,,4,,[],"Explore Hostrunway Houston - data center by Hostrunway in Houston, USA (10685-B Hazelhurst Dr. # 19283). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/houston/alpheus-houston2/,LOGIX Houston #1,Follow on LinkedIn,"1510 Primewest Parkway, Energy Corridor",Katy,Texas,United States,77449.0,29.7928313,-95.7471567,,,,,,[],"Explore LOGIX Houston #1 - data center by LOGIX FIBER NETWORKS in Houston, USA (1510 Primewest Parkway, Energy Corridor, Katy)."
https://www.datacentermap.com/usa/texas/dallas/2323-bryan-street/,2323 Bryan Street (DFW10),Digital Realty,2323 Bryan Street,Dallas,Texas,United States,75201.0,32.7872116,-96.7942191,3.8,477000.0,40100.0,TIER 3,1982.0,[],"Explore 2323 Bryan Street (DFW10) - data center by Digital Realty in Dallas, USA (2323 Bryan Street). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/tel-x-dallas2/,8435 Stemmons Freeway (DFW36),Digital Realty,8435 Stemmons Freeway,Dallas,Texas,United States,75247.0,32.8275321,-96.8737468,1.2,35000.0,11000.0,,1971.0,[],"Explore 8435 Stemmons Freeway (DFW36) - data center by Digital Realty in Dallas, USA (8435 Stemmons Freeway). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/4025-midway/,4025 Midway Rd (DFW11),Digital Realty,4025 Midway Rd,Carrollton,Texas,United States,75007.0,33.021641,-96.844558,4.4,100000.0,48500.0,TIER 3,2000.0,[],"Explore 4025 Midway Rd (DFW11) - data center by Digital Realty in Dallas, USA (4025 Midway Rd, Carrollton). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/h5-colo-dallas/,H5Colo  Inc.,H5 Colo Inc.,12712 Park Central Dr,Dallas,Texas,United States,75251.0,32.9215006,-96.7765026,,,,,2008.0,[],"Explore H5Colo  Inc. - data center by H5 Colo Inc. in Dallas, USA (12712 Park Central Dr). See Specs, Ecosystem and Nearby Data Centers."
https://www.datacentermap.com/usa/texas/dallas/1232-alma/,1232 Alma Road (DFW16),Digital Realty,1232 Alma Road,Richardson,Texas,United States,75081.0,32.966302,-96.715742,100.0,,,,,[],"Explore 1232 Alma Road (DFW16) - data center by Digital Realty in Dallas, USA (1232 Alma Road, Richardson). See Specs, Ecosystem and Nearby Data Centers."
